Class,level2,Categories,Number,Words
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,129. Infant ,"infant, babe, baby, babe, arms, nurseling, suckling, yearling, weanling, papoose, bambino, kid, vagitus, child, bairn, scot, little, one, brat, chit, pickaninny, urchin, bantling, bratling, elf, youth, boy, lad, stripling, youngster, youngun, younker, callant, whipster, whippersnapper, whiffet, us, schoolboy, hobbledehoy, hopeful, cadet, minor, master, scion, sap, seedling, tendril, olive, branch, nestling, chicken, larva, chrysalis, tadpole, whelp, cub, pullet, fry, callow, codlin, codling, foetus, calf, colt, pup, foal, kitten, lamb, lambkin, aurelia, caterpillar, cocoon, nymph, nympha, orphan, pupa, staddle, girl, lass, lassie, wench, miss, damsel, demoiselle, maid, maiden, virgin, hoyden, infantine, infantile, puerile, boyish, girlish, childish, babyish, kittenish, baby, newborn, unfledged, newfledged, callow, cradle, swaddling, clothes, long, clothes, arms, leading, strings, breast, ones, teens"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,130. Veteran ,"veteran, old, man, seer, patriarch, graybeard, grandfather, grandsire, grandam, gaffer, gammer, crone, pantaloon, sexagenarian, octogenarian, nonagenarian, centenarian, old, stager, dotard, preadamite, methuselah, nestor, old, parr, elders, forefathers, paternity, superfluous, lags, veteran, superfluous, lags, veteran, stage, johnson"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,131. Adolescence ,"adolescence, pubescence, majority, adultism, adultness, manhood, virility, maturity, full, age, ripe, age, flower, age, prime, life, meridian, life, spring, life, man, woman, adult, chicken, come, age, come, mans, estate, come, years, discretion, attain, majority, assume, toga, virilis, cut, ones, eyeteeth, sown, ones, mild, oats, adolescent, pubescent, age, full, age, ripe, age, ones, teens, grown, mature, full, grown, ones, prime, middleaged, manly, virile, adult, womanly, matronly, marriageable, nubile, time, reference, effect, purpose"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,132. Earliness ,"earliness, morning, punctuality, promptitude, activity, haste, velocity, suddenness, instantaneity, prematurity, precocity, precipitation, anticipation, stitch, time, early, beforehand, keep, time, take, time, forelock, anticipate, forestall, start, gain, start, steal, march, upon, gain, time, draw, futurity, bespeak, secure, engage, preengage, accelerate, expedite, quicken, make, haste, hurry, early, prime, forward, prompt, active, summary, premature, precipitate, precocious, prevenient, anticipatory, rath, sudden, instantaneous, unexpected, near, near, hand, immediate, early, soon, anon, betimes, rath, eft, eftsoons, ere, long, long, shortly, beforehand, prematurely, precipitately, hastily, soon, time, ones, time, anticipation, unexpectedly, suddenly, instantaneously, one, say, jack, robinson, short, notice, extempore, spur, moment, spur, occasion, bacon, spot, instant, sight, offhand, hand, vue, doeil, fr, straight, straightway, straightforth, forthwith, incontinently, summarily, immediately, briefly, shortly, quickly, speedily, apace, ink, dry, almost, immediately, presently, first, opportunity, long, time, directly, sooner, said, done, immediately, sooner, tout, vient, temps, pour, qui, sait, attendre, fr"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,132a. Punctuality ,"punctuality, promptness, immediateness, prompt, time, time, arrive, time, nick, time, timely, seasonable, time, punctual, prompt, time, punctually, deadline, precisely, exactly, right, time, minute, time, good, time, military, time, pudding, time, due, time, time, enough, time, spare, hairs, breadth, touch, go, minute, soon, nick, time, wire, get, board, train, leaves, get, board, train, leaves, station"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,133. Lateness ,"lateness, tardiness, slowness, delay, delation, cunctation, procrastination, deferring, deferral, postponement, adjournment, prorogation, retardation, respite, pause, reprieve, stay, execution, protraction, prolongation, fabian, policy, medecine, expectante, fr, chancery, suit, federal, case, leeway, high, time, moratorium, holdover, late, tarry, wait, stay, bide, take, time, dawdle, inactive, linger, loiter, bide, ones, time, take, ones, time, gain, time, hang, fire, stand, lie, put, defer, delay, lay, suspend, table, parl, shift, stave, waive, retard, remand, postpone, adjourn, procrastinate, dally, prolong, protract, spin, draw, lengthen, stretch, prorogue, keep, back, tide, push, last, drive, last, let, matter, stand, reserve, store, temporize, consult, ones, pillow, sleep, lose, opportunity, kept, waiting, dance, attendance, kick, ones, heels, cool, ones, heels, faire, antichambre, fr, wait, impatiently, await, expect, sit, sit, night, late, tardy, slow, behindhand, serotine, belated, postliminious, posthumous, backward, unpunctual, untimely, delayed, postponed, dilatory, slow, delayed, abeyance, late, lateward, backward, late, day, sunset, eleventh, hour, length, last, ultimately, time, behind, time, deadline, late, late, slowly, leisurely, deliberately, ones, leisure, ex, post, facto, sine, die, nonum, prematur, annum, horace, sunbeams, serotine, lucent, longfellow, ie, meglio, tardi, che, mai, deliberando, saepe, perit, occasio, syrus"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,134. Occasion ,"timeliness, occasion, opportunity, opening, room, event, eventuality, suitable, season, proper, season, suitable, time, proper, time, high, time, opportuneness, tempestivity, crisis, turn, juncture, conjuncture, crisis, turning, point, given, time, nick, time, golden, opportunity, well, timed, opportunity, fine, opportunity, favorable, opportunity, opening, clear, stage, fair, field, mollia, tempora, fata, morgana, spare, time, leisure, seize, opportunity, take, use, opportunity, give, opportunity, use, occasion, improve, occasion, suit, occasion, expedient, seize, occasion, strike, iron, hot, battre, le, fer, sur, lenclume, fr, make, hay, sun, shines, seize, present, hour, take, time, forelock, prendre, la, balle, au, bond, fr, opportune, timely, welltimed, timeful, seasonable, providential, lucky, fortunate, happy, favorable, propitious, auspicious, critical, suitable, obiter, dicta, opportunely, proper, course, due, course, proper, season, due, season, proper, time, due, time, nonce, nick, time, fullness, time, good, time, time, eleventh, hour, never, way, en, passant, fr, propos, fr, pro, nata, pro, hac, vice, par, parenthese, fr, parenthetically, way, parenthesis, incidentally, speaking, subject, extempore, spur, moment, spur, occasion, spot, early, carpe, diem, horace, occasionem, cognosce, ones, hour, come, time, reminds, mention, come, think, bien, perdu, bien, connu, fr, sempre, lora, ex, quovis, ligno, fit, mercurius, nosce, tempus, nunc, aut, nunquam"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,135. Untimeliness ,"untimeliness, intempestivity, unseasonableness, inexpedience, unsuitable, time, improper, time, unreasonableness, evil, hour, contretemps, intrusion, anachronism, bad, time, wrong, time, inappropriate, time, right, occasion, unsuitable, time, inopportune, time, poor, timing, ill, timed, mistime, intrude, come, amiss, break, upon, fish, fry, busy, occupied, lose, opportunity, throw, away, opportunity, waste, opportunity, neglect, opportunity, allow, opportunity, pass, suffer, opportunity, pass, allow, opportunity, slip, suffer, opportunity, slip, allow, opportunity, go, suffer, opportunity, go, allow, opportunity, escape, suffer, opportunity, escape, allow, opportunity, lapse, suffer, opportunity, lapse, allow, occasion, pass, allow, occasion, slip, waste, time, inactive, let, slip, fingers, lock, barn, door, horse, stolen, illtimed, mistimed, illfated, illomened, illstarred, untimely, unseasonable, date, season, inopportune, timeless, intrusive, untoward, mal, propos, fr, unlucky, inauspicious, infelicitous, unbefitting, unpropitious, unfortunate, unfavorable, unsuited, inexpedient, unpunctual, late, late, premature, early, soon, wise, event, monday, morning, quarterbacking, twentytwenty, hindsight, inopportunely, ill, luck, would, evil, hour, time, gone, day, fair, death, doctor, meat, mustard, recurrent, time"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,136. Frequency ,"frequency, oftness, oftenness, commonness, repetition, normality, example, conformity, routine, custom, habit, regularity, uniformity, constancy, clockwork, precision, punctuality, exactness, even, tenor, system, routine, custom, formula, rule, form, regulation, keynote, standard, model, precedent, prototype, conformity, recur, nothing, keep, keep, frequent, many, times, rare, thickcoming, incessant, perpetual, continual, steady, constant, thick, uniform, repeated, customary, habit, regular, normal, according, rule, conformable, common, everyday, usual, ordinary, familiar, oldhat, boring, wellknown, trivial, often, oft, ofttimes, oftentimes, frequently, repeatedly, unseldom, unfrequently, quick, succession, rapid, succession, many, time, oft, daily, hourly, every, day, every, hour, every, moment, perpetually, continually, constantly, incessantly, without, ceasing, times, daily, hourly, night, day, day, night, day, day, morning, noon, night, ever, anon, invariably, habit, often, commonly, habitually, sometimes, occasionally, times, time, time, times, toties, quoties, often, enough, mood, strikes"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,137. Infrequency ,"infrequency, rareness, rarity, fewness, seldomness, uncommonness, rare, unfrequent, infrequent, rare, rare, blue, diamond, scarce, almost, unheard, unprecedented, occurred, within, memory, occurred, within, memory, oldest, inhabitant, within, ones, previous, experience, since, adam, scarce, hens, teeth, one, million, far, seldom, rarely, scarcely, hardly, often, much, infrequently, unfrequently, unoften, scarcely, scarcely, ever, hardly, ever, blue, moon, blue, moon, million, years, way, pro, hac, vice, ein, mal, kein, mal"
CLASS        I,SECTION        VI,CLASS        ISECTION        VI,138. Periodicity  [Regularity of recurrence] ,"periodicity, intermittence, beat, oscillation, pulse, pulsation, rhythm, alternation, alternateness, alternativeness, alternity, bout, round, revolution, rotation, turn, say, anniversary, jubilee, centenary, catamenia, courses, menses, menstrual, flux, regularity, return, rota, cycle, period, stated, time, routine, days, week, sunday, monday, months, year, january, feast, fast, christmas, easter, new, years, day, allhallows, allhallowmas, saints, day, souls, souls, day, ash, wednesday, bicentennial, birthday, bissextile, candlemas, dewali, groundhog, day, us, halloween, hallowmas, lady, day, leap, year, midsummer, day, muharram, woodchuck, day, us, st, swithins, day, natal, day, yearbook, yuletide, punctuality, regularity, steadiness, recur, regular, order, recur, regular, succession, return, revolve, come, come, turn, come, round, come, round, beat, pulsate, alternate, intermit, periodic, periodical, serial, recurrent, cyclical, rhythmical, recurring, intermittent, remittent, alternate, every, hourly, diurnal, daily, quotidian, tertian, weekly, hebdomadal, hebdomadary, biweekly, fortnightly, bimonthly, catamenial, monthly, menstrual, yearly, annual, biennial, triennial, centennial, secular, paschal, lenten, regular, steady, punctual, regular, clockwork, periodically, regular, intervals, stated, times, fixed, established, established, periods, punctually, de, die, diem, day, day, day, day, turns, turn, rotation, alternately, every, day, ride, tie, round, round"
CLASS        I,SECTION        VII,CLASS        ISECTION        VII,140. Change ,"change, alteration, mutation, permutation, variation, modification, modulation, inflexion, mood, qualification, innovation, metastasis, deviation, turn, evolution, revolution, diversion, break, transformation, transfiguration, metamorphosis, transmutation, deoxidization, chem, transubstantiation, genetics, mutagenesis, transanimation, transmigration, metempsychosis, avatar, alterative, conversion, gradual, change, revolution, sudden, radical, change, inversion, reversal, displacement, transference, changeableness, tergiversation, change, mind, change, alter, vary, wax, wane, modulate, diversify, qualify, tamper, turn, shift, veer, tack, chop, shuffle, swerve, warp, deviate, turn, aside, evert, intervert, pass, take, turn, turn, corner, resume, work, change, modify, vamp, superinduce, transform, transfigure, transmute, transmogrify, transume, metamorphose, ring, changes, innovate, introduce, new, blood, shuffle, cards, give, turn, give, color, influence, turn, scale, shift, scene, turn, new, leaf, recast, reverse, disturb, convert, changed, newfangled, changeable, transitional, modifiable, alterative, mutatis, mutandis, int, quantum, mutatus, change, came, oer, spirit, dream, byron, nous, avons, change, tout, cela, moliere, tempora, mutantur, nos, et, mutamur, illis, sum, qualis, eram, horace, casaque, tourner, fr, corpora, lente, augescent, cito, extinguuntur, tacitus, statu, quo, ante, bellum, still, ending, beginning, still, cowper, vox, audita, perit, littera, scripta, manet"
